query	volume	old_landing_url	new_landing_url	old_page_type	menu_group	category	subcategory	page_level	matched_dimensions	matched_values	reason	source_file
преобразовать фото в промт	34	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото матери и дочери	34	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для детского фото на 23 февраля	34	/promty-dlya-detskih-foto/23-fevralya/	/promty-dlya-detskih-foto/23-fevralya/	programmatic_L2	Люди и отношения	Дети	23 февраля	L2	audience_tag+occasion_tag	detskie+23_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт чтобы соединить два фото	33	/promty-dlya-kollazha/	/promty-dlya-kollazha/	static_hub	Сценарии	Коллаж	Общие	L1	intent_action=kollazh	intent_action=kollazh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото двоих детей	33	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото семейный портрет	33	/promty-dlya-semejnogo-foto/portret/	/promty-dlya-semejnogo-foto/portret/	programmatic_L2	Люди и отношения	Семья	Портрет	L2	audience_tag+style_tag	semya+portret	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото мамы с двумя детьми	33	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото ии подростка	33	/promty-dlya-foto-podrostka/	/promty-dlya-foto-podrostka/	programmatic_L1	Люди и отношения	Подростки	Общие	L1	audience_tag	podrostok	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для брутального фото мужчины	33	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
бесплатная нейросеть для создания фото по промту	33	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
подробный промт для создания похожего фото	33	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/podrobnye/	static_hub	Сценарии	Создание фото	Подробные промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier podrobnye	wordstat_top_queries (1).csv
промт для ии фото с букетом	32	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для ии фото с тюльпанами	32	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
генерация фото по промту онлайн	32	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для коллажа из 3 фото	32	/stil/kollazh/	/stil/kollazh/	programmatic_L1	Стили	kollazh	Общие	L1	style_tag	kollazh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото бабушки и внучки	32	/promty-dlya-foto-s-babushkoy/	/promty-dlya-foto-s-babushkoy/	programmatic_L1	Люди и отношения	С бабушкой	Общие	L1	audience_tag	s_babushkoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии объединить фото	32	/promty-dlya-kollazha/	/promty-dlya-kollazha/	static_hub	Сценарии	Коллаж	Общие	L1	intent_action=kollazh	intent_action=kollazh	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото машины	32	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
как сгенерировать фото с помощью промта	32	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт gpt фото студийное	32	/stil/studiynoe/	/stil/studiynoe/	programmatic_L1	Стили	Студийное	Общие	L1	style_tag	studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети фото с мужем	31	/promty-dlya-foto-s-muzhem/	/promty-dlya-foto-s-muzhem/	programmatic_L1	Люди и отношения	С мужем	Общие	L1	audience_tag	s_muzhem	mapped to canonical semantic hub	wordstat_top_queries (1).csv
фото в стиле гта нейросеть промт	31	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото на полароид	31	/stil/polaroid/	/stil/polaroid/	programmatic_L1	Стили	Полароид	Общие	L1	style_tag	polaroid	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото в стиле аниме	31	/stil/anime/	/stil/anime/	programmatic_L1	Стили	Аниме	Общие	L1	style_tag	anime	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото в машине с парнем	31	/promty-dlya-foto-s-parnem/	/promty-dlya-foto-s-parnem/	programmatic_L1	Люди и отношения	С парнем	Общие	L1	audience_tag	s_parnem	mapped to canonical semantic hub	wordstat_top_queries (1).csv
реалистичный промт для генерации похожего фото	31	/stil/realistichnoe/	/stil/realistichnoe/	programmatic_L1	Стили	Реалистичное	Общие	L1	style_tag	realistichnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
пример промта для генерации похожего фото	31	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/primery/	static_hub	Сценарии	Создание фото	Примеры промтов	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier primery	wordstat_top_queries (1).csv
промт для генерации фото в стиле гта	31	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для совместного фото с мужем	31	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле пиксар	31	/stil/piksar/	/stil/piksar/	programmatic_L1	Стили	Пиксар	Общие	L1	style_tag	piksar	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото мамы и взрослой дочки	31	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
зимний промт фото для мужчин	31	/promty-dlya-foto-muzhchiny/zimnie/	/promty-dlya-foto-muzhchiny/zimnie/	programmatic_L2	Люди и отношения	Мужчины	Зима	L2	audience_tag+object_tag	muzhchina+zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для зимней фото ии	30	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото семью боком	30	/promty-dlya-semejnogo-foto/v-profil/	/promty-dlya-semejnogo-foto/v-profil/	programmatic_L2	Люди и отношения	Семья	В профиль	L2	audience_tag+object_tag	semya+v_profil	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото в мимозах	30	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото мужчины с путиным	30	/promty-dlya-foto-muzhchiny/so-znamenitostyu/	/promty-dlya-foto-muzhchiny/so-znamenitostyu/	programmatic_L2	Люди и отношения	Мужчины	Со знаменитостью	L2	audience_tag+object_tag	muzhchina+so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото в стиле гта	30	/stil/gta/	/stil/gta/	programmatic_L1	Стили	GTA	Общие	L1	style_tag	gta	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для обработки фото мужчины	30	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для создания фото ии мужчины	30	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото с звездой	30	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле полароид	29	/stil/polaroid/	/stil/polaroid/	programmatic_L1	Стили	Полароид	Общие	L1	style_tag	polaroid	mapped to canonical semantic hub	wordstat_top_queries (1).csv
ии сделать фото по промту бесплатно	29	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для нейросети для совместного фото	29	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото двух мужчин	29	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/	programmatic_L1	Люди и отношения	Мужчины	Общие	L1	audience_tag	muzhchina	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовый промт для улучшения качества фото	29	/promty-dlya-uluchsheniya-foto/	/promty-dlya-uluchsheniya-foto/gotovye/	static_hub	Сценарии	Улучшение фото	Готовые промты	L2	intent_action=uluchshenie	intent_action=uluchshenie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промты для gemini для создания фото	29	/promty-dlya-sozdaniya-foto/	/instrumenty/gemini/	static_hub	Инструменты	Gemini	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для регенерации фото	29	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для фото мужчин со спецэффектами	29	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/gotovye/	programmatic_L1	Люди и отношения	Мужчины	Готовые промты	L2	audience_tag	muzhchina	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промты готовые для женских фото	29	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/gotovye/	programmatic_L1	Люди и отношения	Девушки	Готовые промты	L2	audience_tag	devushka	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
зимние промты для нейросети для фото	29	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото поколений в профиль	29	/promty-dlya-foto-pokoleniy/v-profil/	/promty-dlya-foto-pokoleniy/v-profil/	programmatic_L2	Люди и отношения	Поколения	В профиль	L2	audience_tag+object_tag	pokoleniy+v_profil	mapped to canonical semantic hub	wordstat_top_queries (1).csv
мужские крутые промты для фото	29	/promty-dlya-foto-muzhchiny/	/promty-dlya-foto-muzhchiny/krasivye/	programmatic_L1	Люди и отношения	Мужчины	Красивые промты	L2	audience_tag	muzhchina	core semantic page + editorial modifier krasivye	wordstat_top_queries (1).csv
промт для gpt фото с мамой	28	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото отца и сына	28	/promty-dlya-foto-s-papoy/	/promty-dlya-foto-s-papoy/	programmatic_L1	Люди и отношения	С папой	Общие	L1	audience_tag	s_papoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для генерирования фото	28	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовый промт для генерации фото девушки	28	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/gotovye/	programmatic_L1	Люди и отношения	Девушки	Готовые промты	L2	audience_tag	devushka	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промты для совместных фото пары	28	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото на годовщину свадьбы	28	/sobytiya/svadba/	/sobytiya/svadba/	programmatic_L1	События	Свадьба	Общие	L1	occasion_tag	svadba	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нейросети фото в студии	28	/stil/studiynoe/	/stil/studiynoe/	programmatic_L1	Стили	Студийное	Общие	L1	style_tag	studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото с питомцем	28	/promty-dlya-foto-s-pitomcem/	/promty-dlya-foto-s-pitomcem/	programmatic_L1	Люди и отношения	С питомцем	Общие	L1	audience_tag	s_pitomcem	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт улучшить старое фото	28	/promty-dlya-restavracii-foto/	/promty-dlya-restavracii-foto/	static_hub	Сценарии	Реставрация фото	Общие	L1	intent_action=restavratsiya	intent_action=restavratsiya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
сгенерировать фото по промту бесплатно онлайн	27	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с михаилом кругом	27	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото мама дочка и сын	27	/promty-dlya-foto-s-mamoy/	/promty-dlya-foto-s-mamoy/	programmatic_L1	Люди и отношения	С мамой	Общие	L1	audience_tag	s_mamoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с бмв	27	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото черно белое с парнем	27	/promty-dlya-foto-s-parnem/cherno-beloe/	/promty-dlya-foto-s-parnem/cherno-beloe/	programmatic_L2	Люди и отношения	С парнем	Черно-белое	L2	audience_tag+style_tag	s_parnem+cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нейросети фото весенние	27	/vesennie/	/vesennie/	programmatic_L1	Сцены и объекты	Весна	Общие	L1	object_tag	vesna	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты готовые для детских фото	27	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/gotovye/	programmatic_L1	Люди и отношения	Дети	Готовые промты	L2	audience_tag	detskie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промты для ии фото к 14 февраля	27	/sobytiya/14-fevralya/	/sobytiya/14-fevralya/	programmatic_L1	События	14 февраля	Общие	L1	occasion_tag	14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для обработки фото nano banana	26	/promty-dlya-obrabotki-foto/	/instrumenty/nano-banana/	static_hub	Инструменты	Nano Banana	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
готовые промты для редактирования фото	26	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/gotovye/	static_hub	Сценарии	Обработка фото	Готовые промты	L2	intent_action=obrabotka	intent_action=obrabotka	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт фотореалистичное фото в темной студии	26	/stil/realistichnoe/	/stil/realistichnoe/	programmatic_L1	Стили	Реалистичное	Общие	L1	style_tag	realistichnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото женщины в возрасте	26	/promty-dlya-foto-devushki/	/promty-dlya-foto-devushki/	programmatic_L1	Люди и отношения	Девушки	Общие	L1	audience_tag	devushka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии фото на др	26	/sobytiya/den-rozhdeniya/	/sobytiya/den-rozhdeniya/	programmatic_L1	События	День рождения	Общие	L1	occasion_tag	den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для обработки фото авто	26	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт чтобы сделать реалистичное фото	26	/stil/realistichnoe/	/stil/realistichnoe/	programmatic_L1	Стили	Реалистичное	Общие	L1	style_tag	realistichnoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото поколений	26	/promty-dlya-foto-pokoleniy/	/promty-dlya-foto-pokoleniy/	programmatic_L1	Люди и отношения	Поколения	Общие	L1	audience_tag	pokoleniy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для ии советское фото	26	/stil/sovetskoe/	/stil/sovetskoe/	programmatic_L1	Стили	Советское	Общие	L1	style_tag	sovetskoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для портретного фото женщины	25	/promty-dlya-foto-devushki/portret/	/promty-dlya-foto-devushki/portret/	programmatic_L2	Люди и отношения	Девушки	Портрет	L2	audience_tag+style_tag	devushka+portret	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для генерации совместных фото	25	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для создания фото в gpt	25	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для корпоративного фото	25	/stil/delovoe/	/stil/delovoe/	programmatic_L1	Стили	Деловое	Общие	L1	style_tag	delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для студийных фото черно белые	25	/stil/cherno-beloe/	/stil/cherno-beloe/	programmatic_L1	Стили	Черно-белое	Общие	L1	style_tag	cherno_beloe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для улучшения лица на фото	25	/promty-dlya-uluchsheniya-foto/	/promty-dlya-uluchsheniya-foto/	static_hub	Сценарии	Улучшение фото	Общие	L1	intent_action=uluchshenie	intent_action=uluchshenie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для nano banana фото ребенка	25	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото на 14 февраля	25	/sobytiya/14-fevralya/	/sobytiya/14-fevralya/	programmatic_L1	События	14 февраля	Общие	L1	occasion_tag	14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в старом стиле	25	/stil/retro/	/stil/retro/	programmatic_L1	Стили	Ретро	Общие	L1	style_tag	retro	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки фото без изменения	25	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт создание интересное фото	25	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фотосессии нейросети для семейного фото	25	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
изменить фото по промту бесплатно	25	/promty-dlya-obrabotki-foto/	/promty-dlya-obrabotki-foto/	static_hub	Сценарии	Обработка фото	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	mapped to canonical semantic hub	wordstat_top_queries (1).csv
готовые промты для создания фото ии	25	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/gotovye/	static_hub	Сценарии	Создание фото	Готовые промты	L2	intent_action=sozdanie	intent_action=sozdanie	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
готовые промты для реалистичных фото	25	/stil/realistichnoe/	/stil/realistichnoe/gotovye/	programmatic_L1	Стили	Реалистичное	Готовые промты	L2	style_tag	realistichnoe	core semantic page + editorial modifier gotovye	wordstat_top_queries (1).csv
промт чтобы заменить человека на фото	24	/promty-dlya-zameny-lica/	/promty-dlya-zameny-lica/	static_hub	Сценарии	Замена лица	Общие	L1	intent_action=zamena_lica	intent_action=zamena_lica	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для генерации фото chatgpt	24	/promty-dlya-sozdaniya-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для создания фото лов ис	24	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото детей с цветами	24	/s-cvetami/	/s-cvetami/	programmatic_L1	Сцены и объекты	С цветами	Общие	L1	object_tag	s_cvetami	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото в стиле лов ис	24	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для мужского делового фото	24	/promty-dlya-foto-muzhchiny/delovoe/	/promty-dlya-foto-muzhchiny/delovoe/	programmatic_L2	Люди и отношения	Мужчины	Деловое	L2	audience_tag+style_tag	muzhchina+delovoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
примеры промтов для семейного фото	24	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/primery/	programmatic_L1	Люди и отношения	Семья	Примеры промтов	L2	audience_tag	semya	core semantic page + editorial modifier primery	wordstat_top_queries (1).csv
промт для нейросети свадебное фото	24	/sobytiya/svadba/	/sobytiya/svadba/	programmatic_L1	События	Свадьба	Общие	L1	occasion_tag	svadba	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для генерации фото на др	24	/sobytiya/den-rozhdeniya/	/sobytiya/den-rozhdeniya/	programmatic_L1	События	День рождения	Общие	L1	occasion_tag	den_rozhdeniya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промты для фото в нейросети детские	24	/promty-dlya-detskih-foto/	/promty-dlya-detskih-foto/	programmatic_L1	Люди и отношения	Дети	Общие	L1	audience_tag	detskie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото с чебурашкой на льду	24	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото любовь это	24	/stil/love-is/	/stil/love-is/	programmatic_L1	Стили	Love Is	Общие	L1	style_tag	love_is	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для обработки семейного фото	24	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт на фото лыжи	24	/zimnie/	/zimnie/	programmatic_L1	Сцены и объекты	Зима	Общие	L1	object_tag	zima	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для редактирования фото чат gpt	24	/promty-dlya-obrabotki-foto/	/instrumenty/chatgpt/	static_hub	Инструменты	ChatGPT	Общие	L1	intent_action=obrabotka	intent_action=obrabotka	generic tool query consolidated to single tool landing	wordstat_top_queries (1).csv
промт для фото девушки на аватарку	24	/promty-dlya-foto-devushki/foto-na-avatarku/	/promty-dlya-foto-devushki/foto-na-avatarku/	programmatic_L2	Люди и отношения	Девушки	На аватарку	L2	audience_tag+doc_task_tag	devushka+na_avatarku	mapped to canonical semantic hub	wordstat_top_queries (1).csv
ии генератор фото по промту	23	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для автомобиля генерация фото	23	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото семьи поколений	23	/promty-dlya-semejnogo-foto/	/promty-dlya-semejnogo-foto/	programmatic_L1	Люди и отношения	Семья	Общие	L1	audience_tag	semya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото ко дню святого валентина ии	23	/sobytiya/14-fevralya/	/sobytiya/14-fevralya/	programmatic_L1	События	14 февраля	Общие	L1	occasion_tag	14_fevralya	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для нейросети для фото автомобиля	23	/s-mashinoy/	/s-mashinoy/	programmatic_L1	Сцены и объекты	С машиной	Общие	L1	object_tag	s_mashinoy	mapped to canonical semantic hub	wordstat_top_queries (1).csv
смешные промты для создания фото	23	/promty-dlya-sozdaniya-foto/	/promty-dlya-sozdaniya-foto/	static_hub	Сценарии	Создание фото	Общие	L1	intent_action=sozdanie	intent_action=sozdanie	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото пары в студии	23	/stil/studiynoe/	/stil/studiynoe/	programmatic_L1	Стили	Студийное	Общие	L1	style_tag	studiynoe	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт для фото со знаменитостью на улице	23	/so-znamenitostyu/	/so-znamenitostyu/	programmatic_L1	Сцены и объекты	Со знаменитостью	Общие	L1	object_tag	so_znamenitostyu	mapped to canonical semantic hub	wordstat_top_queries (1).csv
сделать фото с котом промт	23	/s-kotom/	/s-kotom/	programmatic_L1	Сцены и объекты	С котом	Общие	L1	object_tag	s_kotom	mapped to canonical semantic hub	wordstat_top_queries (1).csv
промт фото крупным планом для двоих	23	/promty-dlya-foto-par/	/promty-dlya-foto-par/	programmatic_L1	Люди и отношения	Пары	Общие	L1	audience_tag	para	mapped to canonical semantic hub	wordstat_top_queries (1).csv
